Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
9.0,0.095470862852,0.265108795957,0.996534692821,0.0193309467691,0.220284511843,0.304135589392,0.046425351674,0.117457959572,0.0111119505201,0.049704576264,0.125495931384,0.0866163508573,0.0805531865036,0.913686951955,0.0426359566212,0.51677309898,0.136777634581,0.0265245196819,0.637662305006,0.580638524818,0.0805531865036,0.534438473803,0.545801776862,0.347902475981,0.0474926711643,0.0390131007949,0.153751213638,0.0580115912856,0.0137932970933,0.162986637227,0.00799620741056,0.249612660095,0.856518810279,0.119612756367,0.235302381317,0.360946203869,0.140285903428,0.85431127936,0.859087992563,0.249612660095,0.789426535958,0.438768096984,0.0728575471976,0.00884401023666,0.264433199013,0.193220682199,0.870072833967,0.0858718639851,0.00366537815604,0.856961665146,0.585751954856
8.0,0.238343310499,0.45402853448,0.749504359153,0.0577816160574,0.191865187298,0.0268711465412,0.0287077738324,0.205392425114,0.11122100714,0.132527493711,0.0900167993645,0.0216295897352,0.229132754407,0.933077988933,0.152505422346,0.393982199137,0.306625591815,0.113977827615,0.829366899639,0.769348428849,0.229132754407,0.676186534587,0.634909212611,0.240637900754,0.0163264700871,0.0150890374579,0.0883165142556,0.0835998197039,0.0745864032526,0.0363791056962,0.0231608017226,0.0479821113239,0.971914503595,0.0983206546433,0.511883545719,0.296388114381,0.100227030972,0.808020189853,0.707925469165,0.0479821113239,0.502073801739,0.745343686734,0.219794484797,0.0105856926394,0.482045106675,0.159972638256,0.506126751829,0.0776160658748,0.0363049793103,0.87940309586,0.643619047144
8.0,0.257430527932,0.375677263086,0.537853588733,0.0557640727324,0.152413759521,0.0148761274218,0.0103582296779,0.0789994181636,0.0430077304418,0.0166475399133,0.0474005118956,0.0147876897523,0.172229775941,0.962387716524,0.18767718635,0.409100313299,0.398119851838,0.180260190891,0.871206817373,0.789439208389,0.172229775941,0.630076793094,0.721848044831,0.231716105927,0.00973604086414,0.0123712502055,0.0360568904155,0.0717313944527,0.0213660766432,0.023218793384,0.0121980022449,0.0763202821774,0.97502411218,0.1715327794,0.442121888139,0.404411205855,0.180750432844,0.881790128768,0.788126447786,0.0763202821774,0.57443714729,0.743431554459,0.128089436423,0.00537104918916,0.367399415862,0.156611755302,0.411354759352,0.132917271408,0.0126330282665,0.868082793388,0.616523788963
8.0,0.179849500572,0.296873575732,0.396194685034,0.0442098655577,0.3028846301,0.0165595977263,0.00169238358585,0.0153084737081,0.00725326672333,0.0167542918255,0.00460072503347,0.0222781191205,0.0843223860425,0.949630870233,0.0719349318476,0.436458101916,0.351418935092,0.131584502088,0.795652455866,0.718701760825,0.0843223860425,0.54500665918,0.674684828514,0.339979338131,0.00904944388005,0.00144608554945,0.019421563362,0.00905561495703,0.00862198062207,0.00425644967429,0.0129648947881,0.0712997480881,0.965618544275,0.123946079203,0.412077551898,0.439841900834,0.198836823434,0.85684040265,0.777380684732,0.0712997480881,0.566664876917,0.687338249085,0.311287897724,0.0205364790464,0.419461937338,0.277193730369,0.654764907857,0.135348360534,0.0226873547513,0.420222060711,0.499691391148
8.0,0.264434962137,0.382442872258,0.78757137004,0.0566438762508,0.178952801642,0.0174075319631,0.00595212458424,0.212666832785,0.024901916345,0.0595917169021,0.0775406059835,0.0131262253754,0.232811763456,0.96556070205,0.272489702517,0.381955789175,0.352705950129,0.159185903248,0.914316985597,0.835113990544,0.232811763456,0.694723215258,0.727372622833,0.240431970798,0.0112645422954,0.00829420255401,0.0998744632692,0.0462947013199,0.0586358004066,0.0393341980299,0.0165952252941,0.0853114167732,0.98061327491,0.2321450904,0.440717387365,0.35419721405,0.158296885786,0.890148957527,0.797302475857,0.0853114167732,0.594642846041,0.746461805653,0.31237594101,0.0137484574975,0.36090280511,0.148032772605,0.716317560852,0.231726666864,0.0432274655852,0.279742372462,0.384130042504
8.0,0.221543638001,0.410010419804,0.527535330845,0.0715374032809,0.178857083232,0.0175964783839,0.00187796463548,0.0489555928853,0.00860789253572,0.0654330575147,0.0382799741747,0.0196651186368,0.0977196247422,0.953102169325,0.0885987463934,0.452324378894,0.336756267724,0.123775667637,0.822394153513,0.739140146291,0.0977196247422,0.562100542429,0.70499477008,0.188212817246,0.0178960741287,0.00610303451233,0.053588624106,0.0343792026203,0.0508220925618,0.027732404978,0.0309321049565,0.0442122284392,0.947500449824,0.0535071461026,0.534933053118,0.265003978098,0.0763875057995,0.754231667097,0.659542316407,0.0442122284392,0.48138227074,0.697242808499,0.162138234797,0.00826368817235,0.331921563115,0.115956098236,0.712242120697,0.0412347975475,0.00291543026893,0.860885150077,0.727460197819
8.0,0.16603244755,0.347643143463,0.749087910766,0.0463401459928,0.221588216062,0.0285555383312,0.0057807625473,0.0953960409107,0.0235899264993,0.0684161931931,0.023718498004,0.0260309573529,0.111589614197,0.937922989237,0.0793785692966,0.453351114462,0.279873773265,0.0889721688977,0.798258070749,0.720671728453,0.111589614197,0.576578926567,0.675737104119,0.294501463549,0.0136998311046,0.00451043985741,0.0488193975083,0.0254192520664,0.0544564932537,0.00559661962586,0.0137824822218,0.0721278774224,0.964810366535,0.122991690997,0.422725835976,0.333904215361,0.125365088436,0.851894117984,0.771465128087,0.0721278774224,0.567706652499,0.686884541543,0.100682967712,0.00677716610469,0.352307343892,0.170684914661,0.49950203789,0.0268416219899,0.0214914655134,0.822892356225,0.542565808685
8.0,0.146926683082,0.396659220882,0.552513264992,0.0489076287165,0.128839762095,0.0370666007441,0.00822381826817,0.0377939824196,0.0335013074493,0.0388432557685,0.00523958930266,0.0581265059806,0.095816223934,0.933522751528,0.0641522236593,0.536936089201,0.199443650325,0.0502448848252,0.710539717496,0.625822420769,0.095816223934,0.539130026264,0.69327852622,0.218559316781,0.0193273752403,0.00903241638995,0.0310504711639,0.0512197262665,0.0137978832532,0.00973504264677,0.033241927662,0.0418124124679,0.960456599582,0.0646478233291,0.556613981088,0.22719610246,0.0614717830914,0.753161031289,0.651202436196,0.0418124124679,0.472222756007,0.737074919603,0.0833105738693,0.00632126240381,0.345533533252,0.130473194202,0.584767898009,0.254501229229,0.00925887044396,0.686812284473,0.434450880902
8.0,0.161445961017,0.374297194705,0.834512624929,0.0557682090181,0.0812590866405,0.0347628073191,0.024913063351,0.149654339657,0.101048529198,0.0129659720971,0.0143437484032,0.0341429404741,0.140876864096,0.982561913629,0.27344522933,0.516171272156,0.252435889287,0.103208278734,0.811195356267,0.709265892871,0.140876864096,0.582886131755,0.790358422093,0.240063500809,0.0194840051773,0.00637131222344,0.0719451215553,0.0363344271681,0.0285523084295,0.00676428908404,0.0405290358808,0.112276701646,0.950845703586,0.143957865661,0.492564688628,0.272562222725,0.0969320406477,0.77542240959,0.695061296459,0.112276701646,0.572640709645,0.700457702262,0.128470251573,0.00910204289727,0.245543529191,0.0954883866307,0.700798506284,0.258913657771,0.00450580592514,0.82414477245,0.754751428236
8.0,0.179363006962,0.367283313981,0.658878137377,0.0513255209574,0.108051198219,0.0251397171031,0.00227710608232,0.0860380349514,0.00950968831498,0.0526443733238,0.0264095935954,0.0426665189653,0.0748386244179,0.900150487626,0.034657248035,0.502878891504,0.304177802,0.097902053411,0.702609055862,0.635519000335,0.0748386244179,0.516821252105,0.598555109024,0.161560659802,0.0143114072,0.000247738428231,0.0404871815219,0.000854827576448,0.0281219581592,0.0148236937145,0.0312627450307,0.0437734687388,0.931485840564,0.0417614006991,0.522011623513,0.329493294164,0.109489611742,0.733655912128,0.649911332961,0.0437734687388,0.478909025142,0.653231597123,0.113680122625,0.00709768869126,0.271021147659,0.111581703499,0.698631156356,0.0972327833891,0.00470528912953,0.925162756893,0.697097853839
